road_id,rainfall_mm,flood_level,elevation_m,road_type,historical_blockages,traffic_density,disaster_intensity,distance_to_waterbody_km,road_condition,blockage_probability,blocked
R10927,250.34,0.6623,526.5,Local Road,0,112.8,0.9977,2.04,0.7917,0.9256,1
R10928,126.09,0.358,618.2,Rural Road,4,1963.1,0.4598,4.27,0.7753,0.4072,0
R10929,173.12,0.3709,670.78,Highway,6,1740.2,0.7062,7.02,0.701,0.7417,0
R10930,261.88,0.6556,184.78,Local Road,0,41,0.7978,3.34,0.7321,0.9063,1
R10931,259.09,0.6425,324.67,Highway,5,1366.8,0.376,0.72,0.4688,0.9084,1
R10932,111.46,0.3019,351.59,Main Road,0,1203.7,0.4572,7.64,0.7571,0.2939,1
R10933,62.67,0.4722,449.33,Rural Road,4,1463.4,0.9692,3.04,0.3092,0.9376,1
R10934,232.54,0.6203,44.1,Rural Road,8,936.4,0.0323,0.45,0.9208,0.9176,1
R10935,129.92,0.3861,472.78,Local Road,4,25.1,0.3353,2.23,0.9184,0.3605,0
R10936,57.61,0.4783,75.37,Local Road,11,766.5,0.4862,4.25,0.3711,0.8004,1
R10937,271.33,0.5032,646.22,Rural Road,6,1980.4,0.0015,2.15,0.632,0.775,0
R10938,59.43,0.3073,770.6,Rural Road,2,1198.7,0.8991,7.21,0.8144,0.5859,1
R10939,7.74,0.2918,235.36,Rural Road,4,1250.3,0.2862,1.98,0.8111,0.3379,1
R10940,6.08,0.2882,407.76,Rural Road,6,1222.7,0.2577,3.12,0.824,0.2687,1
R10941,186.69,0.6986,659.43,Local Road,1,513.1,0.8203,0.88,0.7884,0.7024,1
R10942,198.5,0.4826,255.15,Main Road,3,724.1,0.278,2.57,0.8624,0.6207,1
R10943,93.31,0.6374,130.43,Highway,6,1523.8,0.6576,0.93,0.8745,0.7997,1
R10944,96,0.6069,592.55,Bridge,4,268.4,0.8215,0.94,0.7479,0.7835,1
R10945,101.85,0.4249,560.2,Main Road,7,1409.8,0.7925,1.2,0.3683,0.8264,1
R10946,204.05,0.785,458.11,Rural Road,1,1089.8,0.782,0.21,0.8021,0.9641,1
R10947,17.44,0.2481,755.83,Main Road,7,1425.1,0.0886,0.67,0.6559,0.1133,0
R10948,278.73,0.5694,764.32,Main Road,3,208.2,0.0798,1.98,0.6242,0.3591,1
R10949,66.76,0.372,689.93,Main Road,1,1203.6,0.3068,0.54,0.8608,0.187,0
R10950,299.9,0.7358,237.95,Rural Road,0,522.1,0.0359,0.55,0.8681,0.924,1
R10951,51.46,0.1903,184.17,Local Road,2,1874.9,0.5004,12.09,0.8072,0.1871,0
R10952,231.46,0.5856,669.41,Bridge,1,178.2,0.3948,2,0.7598,0.645,0
R10953,67.02,0.4087,522.83,Rural Road,6,569.1,0.557,1.86,0.6391,0.5376,1
R10954,24.25,0.4447,319.92,Local Road,1,1253.3,0.2988,1.14,0.4634,0.2992,1
R10955,262.48,0.5821,330.76,Rural Road,0,881.8,0.4858,2.56,0.8094,0.8484,1
R10956,257.63,0.5044,683.4,Rural Road,15,1179.7,0.3347,3.22,0.726,0.9488,1
R10957,121.07,0.5315,134.78,Rural Road,2,1344.3,0.1952,1.95,0.7889,0.7122,0
R10958,210.72,0.5532,755.46,Highway,2,1273.9,0.6494,1.8,0.4979,0.6803,1
R10959,167.12,0.4812,508.41,Rural Road,8,1869.7,0.6734,4.27,0.7757,0.851,1
R10960,255.89,0.5457,634.13,Main Road,5,864.3,0.8292,10.52,0.6424,0.659,0
R10961,94.52,0.3293,299.84,Rural Road,0,645.2,0.8748,7.41,0.9075,0.4862,0
R10962,157.1,0.6173,471.58,Main Road,2,666.2,0.7045,0.49,0.5493,0.7881,1
R10963,145.61,0.492,601.24,Main Road,3,409.4,0.6875,3.75,0.5523,0.6627,1
R10964,106.17,0.4046,350.93,Local Road,3,1967.9,0.0567,0.07,0.4333,0.3577,0
R10965,267.44,0.5538,392.91,Rural Road,5,1640.1,0.1098,3.56,0.5,0.7192,1
R10966,49.76,0.3998,467.75,Highway,1,1245.3,0.8126,2.23,0.784,0.4208,0
R10967,44.85,0.4685,55.41,Highway,0,1933,0.233,2.41,0.5129,0.4519,1
R10968,173.07,0.4223,691.23,Rural Road,5,25.9,0.3556,3.15,0.8441,0.5565,1
R10969,197.25,0.2997,694.01,Rural Road,4,1716.4,0.1453,4.8,0.9638,0.3094,0
R10970,58.39,0.3222,228.73,Local Road,12,486.9,0.1952,4.63,0.598,0.462,0
R10971,117.22,0.6678,704.46,Local Road,7,1720.1,0.7754,0.21,0.2967,0.8895,1
R10972,283.97,0.5142,597.43,Main Road,8,1911.7,0.2619,4.72,0.7407,0.7636,1
R10973,73.99,0.2676,389.14,Local Road,0,643.3,0.449,6.25,0.5513,0.1602,0
R10974,200.51,0.7001,281.47,Highway,4,1207.6,0.1517,0.3,0.3223,0.6301,0
R10975,222.04,0.6257,322.51,Main Road,0,246.7,0.6779,1.42,0.928,0.8113,1
R10976,134.44,0.4754,429.86,Highway,1,1988.2,0.7283,5.55,0.8195,0.707,1
R10977,281.26,0.4989,332.95,Main Road,4,1012,0.3617,2.43,0.9352,0.551,1
R10978,221,0.583,339.09,Highway,2,682.1,0.7847,4.2,0.8842,0.7919,0
R10979,137.38,0.4243,166.48,Bridge,9,27.2,0.2399,2.49,0.5631,0.7508,1
R10980,170.8,0.32,567.71,Rural Road,7,1939,0.6919,13.44,0.6484,0.8369,1
R10981,207.78,0.5272,489.63,Main Road,2,1906.6,0.73,9.68,0.7745,0.6826,0
R10982,177.66,0.5052,793.56,Rural Road,5,1646.5,0.9687,1.21,0.5053,0.8321,0
R10983,263.61,0.712,117.29,Rural Road,2,1855.8,0.2323,1.76,0.6475,0.9288,1
R10984,107.07,0.344,95.42,Main Road,1,145.4,0.0937,2.03,0.843,0.2679,0
R10985,89.97,0.5397,415.17,Rural Road,10,186.2,0.263,0.44,0.8431,0.5126,0
R10986,64.15,0.3409,125.83,Main Road,2,1193.6,0.1229,1.86,0.869,0.1443,0
R10987,11.33,0.0572,490.44,Rural Road,3,1004,0.1697,5.27,0.7922,0.0389,0
R10988,12.9,0.2075,160.91,Highway,8,939.8,0.3341,6.62,0.8095,0.1849,0
R10989,261.02,0.515,388.98,Rural Road,2,253.9,0.414,7.65,0.7228,0.6708,1
R10990,203.52,0.7264,490.99,Rural Road,2,15.1,0.9037,0.1,0.6305,0.9291,1
R10991,198.16,0.4088,369.14,Main Road,5,861.2,0.1956,5.49,0.586,0.416,0
R10992,184.39,0.6789,259.39,Local Road,0,326.8,0.9718,2.49,0.7328,0.8929,1
R10993,254.77,0.7977,626.94,Main Road,5,508.7,0.8102,0.86,0.4861,0.9725,1
R10994,144.08,0.5084,684.45,Main Road,16,221.7,0.8815,2.47,0.9692,0.7164,1
R10995,261.12,0.6923,226.05,Highway,2,1115.4,0.9294,6.56,0.4204,0.9357,1
R10996,107.83,0.5042,651.65,Main Road,9,1423.5,0.7532,2.04,0.8463,0.7747,1
R10997,278.01,0.5713,316.35,Bridge,2,561.3,0.7888,16.33,0.7468,0.9453,1
R10998,209.6,0.5615,392.66,Rural Road,3,1728.3,0.4378,3.41,0.7215,0.768,0
R10999,77.15,0.4834,189.24,Local Road,1,837.5,0.5105,2.41,0.6331,0.6432,1
R11000,169.23,0.6333,502.45,Main Road,16,1721.7,0.9325,1.27,0.6409,0.9712,1
R11001,159.91,0.718,85.24,Main Road,7,182.1,0.3783,0.09,0.7342,0.8623,1
R11002,41.37,0.2257,475.35,Rural Road,3,1800.7,0.0419,3.35,0.7678,0.1461,0
R11003,177.37,0.5039,791.83,Main Road,2,123.8,0.7628,3.07,0.6338,0.627,1
R11004,94.44,0.4853,604.01,Rural Road,3,520.8,0.5732,2.6,0.7144,0.7919,1
R11005,15.7,0.2838,716.56,Main Road,3,788.3,0.8149,2.75,0.7112,0.3832,0
R11006,284.6,0.4691,374.04,Highway,9,41.5,0.0756,6.54,0.8176,0.6821,0
R11007,192.45,0.665,117.97,Main Road,2,1678.5,0.6212,1.38,0.8198,0.867,1
R11008,263.08,0.6135,234.33,Rural Road,5,755.1,0.2477,2.85,0.3606,0.9211,1
R11009,202.82,0.6141,43.98,Rural Road,3,595,0.9033,4.04,0.4512,0.9577,1
R11010,107.1,0.4132,403.94,Local Road,11,1826.2,0.1099,0.87,0.5432,0.5535,0
R11011,153.81,0.4164,521.49,Bridge,8,1289,0.8431,9.11,0.6103,0.8879,1
R11012,202.72,0.421,342.46,Main Road,6,531.2,0.0886,4.73,0.9783,0.4026,1
R11013,288.08,0.6561,452.75,Main Road,3,501.8,0.0251,0.24,0.6068,0.3848,1
R11014,76.1,0.1284,259.96,Local Road,4,1260.5,0.2351,7.06,0.7115,0.2495,0
R11015,262.49,0.469,73.26,Local Road,1,1043.8,0.333,9.35,0.5795,0.6102,1
R11016,277.22,0.6515,348.44,Local Road,5,1311,0.6265,5.57,0.5342,0.9549,1
R11017,201.12,0.5569,440.5,Local Road,5,1028.3,0.1317,1.99,0.5716,0.7204,1
R11018,279.38,0.3961,786.19,Rural Road,4,765.4,0.4373,18.18,0.3891,0.6181,1
R11019,119.36,0.6155,281.08,Local Road,6,1356.9,0.2043,0.52,0.5726,0.7474,1
R11020,285.9,0.6619,543.83,Bridge,4,1008.8,0.8553,2.74,0.965,0.9655,1
R11021,210.83,0.4406,658.99,Bridge,2,1593.6,0.045,0.7,0.6913,0.3367,1
R11022,12.6,0.3168,271.64,Rural Road,2,1991,0.3559,2.08,0.8919,0.2236,0
R11023,272.06,0.5098,744.3,Rural Road,4,842.5,0.6314,9.23,0.6635,0.7912,1
R11024,145.34,0.4717,274.37,Rural Road,1,1433.7,0.9131,5.58,0.3139,0.8947,1
R11025,138.1,0.4276,775.99,Rural Road,2,1166.8,0.868,5.38,0.674,0.7773,1
R11026,169.94,0.7157,6.71,Rural Road,6,1870.7,0.8952,1.58,0.2817,0.9943,1
R11027,44.82,0.1144,509.17,Rural Road,2,667.5,0.0629,9.58,0.9018,0.178,0
R11028,140.75,0.5815,632.99,Rural Road,0,1647.4,0.8409,1.66,0.6209,0.8024,1
R11029,249.34,0.8976,227.65,Local Road,5,987.7,0.7799,0.19,0.7579,0.9919,1
R11030,4.64,0.4171,98.05,Local Road,4,922.4,0.9024,3.6,0.6059,0.8255,1
R11031,81.88,0.5006,24.37,Rural Road,7,1079.3,0.3116,1.63,0.7434,0.8185,1
R11032,0.74,0.4911,64.15,Highway,6,1168.2,0.9118,0.63,0.665,0.7598,1
R11033,124.71,0.3754,436.71,Rural Road,15,1558.7,0.4026,9.6,0.6065,0.7921,0
R11034,218.49,0.4742,672.14,Rural Road,0,1705.4,0.6341,3.6,0.9155,0.7335,1
R11035,239.63,0.4669,55.19,Main Road,1,1639.5,0.4242,9.93,0.9386,0.6698,1
R11036,283.56,0.6947,94.98,Local Road,4,481,0.4276,3.11,0.7226,0.967,1
R11037,182.55,0.7202,9.06,Rural Road,3,19.4,0.5466,0.28,0.6645,0.941,1
R11038,76.39,0.5138,229.41,Rural Road,2,964.4,0.3559,0.16,0.7711,0.683,1
R11039,277.24,0.5062,737.39,Rural Road,7,1698.4,0.7927,8.13,0.7988,0.8899,1
R11040,232.59,0.7261,224.65,Main Road,4,1021.8,0.6336,0.19,0.7038,0.8992,1
R11041,172.33,0.4853,355.45,Rural Road,5,1203.5,0.6898,3.39,0.916,0.791,1
R11042,208.69,0.6526,147.27,Main Road,7,944.6,0.231,1.29,0.7417,0.8523,1
R11043,277.29,0.7843,97.45,Bridge,5,367.2,0.9696,4.12,0.7999,0.9935,1
R11044,213.72,0.7046,150,Main Road,7,592.9,0.6602,1.22,0.5363,0.9674,1
R11045,110.51,0.5285,172.29,Local Road,10,1868,0.1972,0.18,0.6445,0.7819,0
R11046,213.91,0.6127,108.58,Rural Road,1,1475.9,0.7505,4.64,0.3594,0.9728,1
R11047,12.08,0.1758,634.28,Highway,6,1964.8,0.1737,1.35,0.9416,0.2104,0
R11048,115.92,0.3958,384.41,Rural Road,15,669.9,0.0634,2.85,0.775,0.5732,1
R11049,121.9,0.3656,434.12,Main Road,3,860,0.5276,5.25,0.5104,0.4726,1
R11050,50.05,0.2815,302.85,Main Road,4,1638.7,0.5535,4.3,0.7392,0.3669,0
R11051,6.93,0.4109,172.54,Highway,3,521.6,0.189,1.55,0.9126,0.3698,0
R11052,40.01,0.3072,79.65,Main Road,4,1261.6,0.3484,4.87,0.7112,0.1657,0
R11053,196.39,0.5492,65.36,Local Road,8,1390.3,0.9458,9.15,0.4206,0.9846,1
R11054,240.69,0.6549,152.19,Bridge,3,1706.7,0.285,3.35,0.8661,0.8653,1
R11055,296.46,0.4445,680.89,Local Road,2,188.6,0.1556,4.31,0.5735,0.3838,0
R11056,103.91,0.5044,177.15,Local Road,15,1654.4,0.9926,7.08,0.4993,0.974,1
R11057,179.81,0.4316,287.08,Local Road,5,1297.4,0.3023,6.54,0.5784,0.7516,1
R11058,281.14,0.6659,460.34,Highway,9,1997.1,0.6803,1.57,0.5927,0.9619,1
R11059,50.11,0.1692,411.57,Rural Road,1,102.3,0.2316,16.82,0.6113,0.1401,0
R11060,215.29,0.6858,534.33,Highway,5,1565.1,0.5501,0.15,0.7853,0.873,1
R11061,226.49,0.371,159.48,Rural Road,8,1484.6,0.3863,15.17,0.8667,0.7194,1
R11062,26.69,0.4133,421.62,Rural Road,3,1584.7,0.9616,1.04,0.7051,0.8445,1
R11063,258.37,0.4657,615.36,Main Road,2,698.6,0.4328,2.08,0.9018,0.4571,0
R11064,243.93,0.494,313.07,Rural Road,5,928.8,0.5842,7.58,0.5897,0.7639,1
R11065,10.02,0.3771,777.66,Rural Road,4,556.4,0.9448,1.03,0.9099,0.4889,0
R11066,27.33,0.471,464.47,Local Road,17,1369.5,0.9892,0.94,0.7754,0.9019,0
R11067,14.74,0.1514,541.49,Local Road,2,1488.6,0.1017,3.66,0.3543,0.1668,0
R11068,100.42,0.4387,369.97,Local Road,3,666.8,0.8343,4.33,0.9326,0.6705,1
R11069,152.79,0.5551,686.99,Rural Road,2,389.4,0.3821,0.08,0.5562,0.3279,0
R11070,159.7,0.4991,363.93,Local Road,4,956.4,0.5948,2.15,0.5841,0.7361,1
R11071,80.3,0.4118,754.11,Local Road,3,378,0.375,2.4,0.5389,0.2554,0
R11072,273.48,0.6934,249.45,Local Road,1,861.6,0.4011,1.16,0.9282,0.7855,1
R11073,110.48,0.3482,693.33,Highway,3,1290.8,0.1589,2.81,0.7768,0.3776,1
R11074,13.67,0.3671,513.29,Main Road,1,1286.8,0.5728,0.64,0.8539,0.5219,0
R11075,90.07,0.5016,640.25,Local Road,9,1946.4,0.5467,1.42,0.7967,0.7627,0
R11076,159.33,0.4008,34.97,Local Road,5,1550.4,0.1894,4.42,0.6774,0.6372,0
R11077,122.47,0.5236,225.44,Main Road,5,1764.3,0.5417,7.29,0.4109,0.8461,1
R11078,82.15,0.3603,678.43,Rural Road,4,454.3,0.9731,3.17,0.7044,0.7194,1
R11079,39.4,0.5069,258.08,Local Road,10,744.8,0.7144,0.32,0.7629,0.7177,1
R11080,245.75,0.4967,571.56,Rural Road,5,199.5,0.481,4.02,0.4913,0.7817,1
R11081,298.84,0.545,793.79,Local Road,6,774.3,0.9161,8.03,0.5834,0.9508,1
R11082,98.86,0.4221,145.85,Local Road,5,855.5,0.5753,2.51,0.7956,0.6362,1
R11083,114.49,0.45,336.95,Main Road,2,1867.6,0.135,2.43,0.4961,0.3721,1
R11084,185.41,0.517,136.28,Main Road,1,1143.9,0.5475,16.7,0.7723,0.5789,1
R11085,215.53,0.4808,127.66,Highway,5,675.7,0.181,3.59,0.7807,0.6264,1
R11086,117.61,0.4435,508.27,Rural Road,1,700.3,0.7675,5.79,0.6472,0.716,1
R11087,271.48,0.7911,157.14,Local Road,2,63.1,0.9672,3.69,0.7895,0.9857,1
R11088,168,0.5638,388.71,Bridge,3,1006.9,0.3608,0.92,0.7444,0.7083,1
R11089,135.12,0.4183,782.46,Rural Road,1,1465.5,0.4349,1.22,0.9055,0.4526,1
R11090,194,0.5539,269.84,Highway,1,569.8,0.4215,3.89,0.7604,0.476,0
R11091,285.84,0.6123,699.54,Rural Road,1,1775,0.2853,2.18,0.5206,0.6703,0
R11092,238.37,0.6274,320.11,Rural Road,2,1881.9,0.7942,1.86,0.7814,0.9525,1
R11093,12,0.6044,213.98,Bridge,2,1086.7,0.6177,0.13,0.7467,0.6549,0
R11094,99.69,0.1949,272.32,Rural Road,1,1546.4,0.0641,7.6,0.6212,0.1027,0
R11095,141.16,0.5049,106.51,Main Road,6,1358.2,0.8388,7.6,0.6365,0.9164,1
R11096,94.36,0.2967,544.79,Local Road,2,1148.8,0.1871,2.21,0.7339,0.2806,1
R11097,210.06,0.5994,409.67,Local Road,17,1588.9,0.9792,4.27,0.7755,0.9926,1
R11098,247.88,0.6626,493,Bridge,1,950.5,0.3767,0.74,0.2623,0.9231,1
R11099,219.4,0.7242,245.96,Main Road,9,571.1,0.6164,2.5,0.8526,0.9672,1
R11100,296.8,0.4801,524.5,Local Road,6,1689.7,0.0778,2.07,0.6643,0.5036,0
R11101,81.76,0.3302,135.86,Local Road,4,1059.3,0.3447,3.79,0.8551,0.4631,0
R11102,262.5,0.6406,523.72,Highway,1,127.8,0.8024,2.27,0.5698,0.8725,1
R11103,229.99,0.6447,69.5,Main Road,2,295.4,0.4772,2.47,0.6031,0.9007,1
R11104,108.65,0.5806,323.22,Local Road,17,886,0.9046,1.28,0.8564,0.9791,1
R11105,220.24,0.6006,489.75,Local Road,1,1388.4,0.5751,0.22,0.227,0.731,1
R11106,31.22,0.3046,684.98,Main Road,4,1048.3,0.9286,8.76,0.8626,0.3437,0
R11107,236.8,0.8663,650.87,Main Road,4,246.9,0.9826,0.09,0.707,0.9398,1
R11108,159.7,0.5698,423.93,Rural Road,5,428.8,0.4539,1.21,0.525,0.6402,1
R11109,87.69,0.362,707.28,Local Road,2,1554,0.5652,2.13,0.9194,0.4299,0
R11110,196.73,0.6723,407.19,Main Road,2,580.6,0.8349,1.4,0.9204,0.753,1
R11111,192.49,0.3931,416.15,Main Road,0,1709.6,0.2215,2.86,0.7277,0.2626,0
R11112,62.85,0.4895,577.84,Rural Road,3,1360.2,0.8616,2.22,0.8406,0.6324,0
R11113,9.12,0.3859,702.84,Local Road,3,229.9,0.5919,1.08,0.3364,0.2718,1
R11114,130.09,0.5977,484.16,Local Road,8,397,0.7255,0.37,0.7024,0.8239,0
R11115,170.85,0.4762,755.63,Local Road,6,1525.6,0.0799,0.57,0.5139,0.4952,0
R11116,262.98,0.7617,189.91,Highway,1,256.3,0.7662,2.38,0.8158,0.9736,1
R11117,278.47,0.4922,739.83,Rural Road,10,521,0.3108,6.6,0.5046,0.676,1
R11118,158.64,0.7195,181.21,Highway,6,109.1,0.8052,0.42,0.4266,0.9528,1
R11119,226.14,0.6228,423.5,Rural Road,1,1604.6,0.5092,4.01,0.4083,0.7974,1
R11120,131.79,0.3554,637.85,Local Road,7,1260.1,0.2746,5.55,0.6841,0.5088,0
R11121,223.82,0.7174,642.26,Bridge,0,1646.4,0.9528,1.18,0.7403,0.9176,1
R11122,61.44,0.3944,226.14,Local Road,5,810.5,0.7651,3.91,0.8861,0.6399,1
R11123,111.32,0.3968,788.79,Bridge,5,435.2,0.9857,4.11,0.9633,0.8011,1
R11124,190.27,0.5067,69.08,Local Road,2,1499.5,0.3645,4.36,0.6194,0.7516,1
R11125,5.45,0.2937,32.65,Main Road,9,1482.5,0.6492,7.8,0.6976,0.6809,1
R11126,216.74,0.6514,674.02,Local Road,10,902.3,0.6116,1.83,0.6577,0.8641,1
R11127,250.66,0.6281,656.12,Highway,2,494.4,0.6876,1.03,0.655,0.8303,1
R11128,119.74,0.3311,571.69,Local Road,1,925.8,0.0383,2.8,0.4631,0.2261,0
R11129,134.38,0.4123,681.37,Rural Road,15,323.2,0.2917,0.28,0.6462,0.7,1
R11130,255.38,0.8114,114.36,Main Road,2,345.3,0.9093,1.47,0.6706,0.9768,1
R11131,232.7,0.554,81.07,Main Road,0,1273.4,0.4238,7.57,0.4706,0.6382,1
R11132,86.44,0.5005,775.68,Rural Road,2,498.9,0.9606,2.71,0.8674,0.5439,0
R11133,97.19,0.332,501.27,Main Road,0,1620.5,0.2135,2.06,0.3419,0.4007,0
R11134,203.66,0.6284,736.28,Rural Road,2,735.4,0.9974,1.13,0.9485,0.8865,1
R11135,168.96,0.6186,725.62,Local Road,11,1813,0.6976,1.06,0.6445,0.8895,1
R11136,48.67,0.5431,524.25,Local Road,6,1417,0.7764,0.99,0.6033,0.7561,1
R11137,92.98,0.2697,504.64,Local Road,7,184.6,0.3969,6.24,0.8994,0.2107,0
R11138,269.99,0.4987,291.16,Bridge,3,1246.2,0.907,14.75,0.9385,0.8865,0
R11139,206.45,0.5417,123.54,Local Road,2,222.8,0.5455,2.73,0.3173,0.7314,1
R11140,295.79,0.7948,550.85,Highway,3,421.8,0.6809,0.34,0.9451,0.8681,1
R11141,230.1,0.3011,655.2,Local Road,0,1666.2,0.0948,4.92,0.9308,0.1423,0
R11142,282.59,0.5877,437.98,Main Road,3,621.1,0.6317,7.39,0.7296,0.8412,1
R11143,64.86,0.3667,45.44,Rural Road,1,1843.7,0.8791,9.42,0.8383,0.8177,1
R11144,231.45,0.5157,120.21,Main Road,2,1348.5,0.1783,3.52,0.7172,0.5375,0
R11145,6.07,0.471,86.06,Highway,4,1119.3,0.7377,2.52,0.4322,0.6111,1
R11146,201.23,0.4013,527.98,Bridge,5,1257.8,0.0254,3.44,0.8024,0.4308,1
R11147,140.78,0.8071,454.01,Local Road,7,1428.8,0.9262,0.1,0.6814,0.9764,1
R11148,104.03,0.557,375.87,Highway,2,66.6,0.9829,3.78,0.7037,0.7999,1
R11149,258.72,0.4575,437.01,Local Road,5,1920.3,0.3542,4.38,0.4698,0.7154,0
R11150,256.28,0.5181,224.38,Main Road,3,994.5,0.1071,4.53,0.6962,0.6842,0
R11151,6.69,0.2932,644.76,Rural Road,0,169.5,0.6586,2.95,0.7696,0.5784,1
R11152,182.85,0.4448,266.19,Highway,13,1253.4,0.0298,4.26,0.8593,0.6347,0
R11153,110.35,0.3956,517.22,Main Road,9,1941.9,0.4825,3.61,0.4581,0.6894,0
R11154,124.7,0.518,315.75,Main Road,2,396.4,0.2718,0.48,0.9255,0.3764,0
R11155,249.61,0.564,62.37,Local Road,1,1443.6,0.4733,8.05,0.659,0.8712,1
R11156,92.95,0.2918,209.28,Local Road,8,379.1,0.0183,3.46,0.7846,0.2938,1
R11157,282.91,0.3781,772.25,Main Road,2,1625.4,0.0516,4.6,0.8227,0.2373,0
R11158,53.89,0.354,156.48,Local Road,7,636.9,0.016,1.52,0.6285,0.2729,0
R11159,198.82,0.5146,88.42,Local Road,9,550.9,0.6191,8.86,0.7067,0.8886,1
R11160,201.63,0.6471,236.47,Bridge,6,290.1,0.5601,2.49,0.8741,0.9669,1
R11161,75.66,0.2077,702.95,Local Road,6,1545.9,0.2332,4.03,0.8877,0.3596,0
R11162,97.43,0.2587,248.29,Local Road,9,818.5,0.6466,10.69,0.8495,0.6506,0
R11163,250.44,0.5654,336.82,Highway,3,1698.5,0.8842,8.72,0.8836,0.9016,1
R11164,228.54,0.5219,251.51,Main Road,5,1138.2,0.2773,3.67,0.5529,0.6702,1
R11165,98.73,0.5394,791.23,Rural Road,5,848.5,0.832,0.68,0.5894,0.7592,1
R11166,160.19,0.3222,799.9,Bridge,4,93,0.6625,10.58,0.4445,0.4831,1
R11167,18.5,0.1505,388.8,Local Road,3,556.7,0.0338,14.55,0.9503,0.0738,0
R11168,62.62,0.4572,628.94,Bridge,0,909.7,0.3751,0.43,0.8202,0.1533,0
R11169,145.75,0.5621,179.95,Main Road,1,886.7,0.5078,2.14,0.4846,0.6675,0
R11170,25.79,0.2957,302.56,Bridge,1,791.7,0.7317,2.83,0.7922,0.5589,1
R11171,253,0.655,545.08,Local Road,5,436.1,0.2871,0.39,0.8505,0.7355,0
R11172,215.4,0.7808,232.63,Highway,1,1092.7,0.9827,0.79,0.8812,0.9623,1
R11173,283.09,0.786,183.64,Highway,1,1521.9,0.6845,2.75,0.6698,0.9605,1
R11174,208.04,0.3328,738.18,Bridge,3,580.8,0.3728,11.6,0.5304,0.213,0
R11175,282.12,0.7071,199.22,Main Road,2,434.9,0.097,0.15,0.5377,0.8938,1
R11176,166.35,0.3443,52.13,Highway,3,1431.2,0.1814,8.57,0.7752,0.5185,1
R11177,180.07,0.4165,602.11,Highway,0,135.6,0.4876,8.06,0.7461,0.2264,1
R11178,293.09,0.5525,198.4,Local Road,1,142.2,0.4947,6.86,0.9076,0.87,1
R11179,192.64,0.5895,362.9,Main Road,1,1947.9,0.7677,1.71,0.4873,0.9209,1
R11180,9.24,0.467,93.69,Rural Road,2,1251.8,0.7262,2.41,0.6446,0.7687,1
R11181,217.14,0.6062,59.47,Rural Road,4,224.3,0.2013,1.86,0.7886,0.6937,0
R11182,271.64,0.5146,371.05,Main Road,6,1027.7,0.595,10.37,0.8791,0.6148,1
R11183,238.67,0.4335,272.99,Rural Road,5,40.6,0.0206,2.63,0.732,0.4234,0
R11184,175.15,0.652,407.21,Rural Road,3,1308.5,0.3985,0.34,0.7852,0.6498,0
R11185,201.39,0.6446,772.8,Local Road,2,1741.7,0.7641,1.17,0.7221,0.801,1
R11186,297.06,0.6084,328.87,Main Road,13,334.5,0.3995,2.22,0.9232,0.9632,1
R11187,27.2,0.2889,484.11,Rural Road,6,591.7,0.8356,10.79,0.6868,0.6083,0
R11188,200.17,0.6696,82.59,Highway,3,199.7,0.9762,3,0.9678,0.8907,1
R11189,85.02,0.2719,709.3,Highway,6,1174.7,0.6072,4.22,0.4,0.5976,1
R11190,192.03,0.5241,645.66,Highway,2,120.2,0.145,0.37,0.5706,0.2237,0
R11191,182.29,0.382,420.31,Main Road,2,1380.3,0.3797,7.39,0.6628,0.4564,1
R11192,46.04,0.2229,150.78,Main Road,0,331,0.0095,2.76,0.2962,0.0647,0
R11193,62.02,0.3226,343.63,Main Road,3,834.8,0.6027,8.94,0.7643,0.299,0
R11194,186.49,0.6006,241.42,Highway,7,88.2,0.8216,2.11,0.8925,0.9219,1
R11195,38.47,0.2216,795.64,Local Road,2,1265,0.6299,4.07,0.7216,0.3715,0
R11196,79.55,0.4944,395.22,Local Road,0,22.6,0.7861,2.28,0.8435,0.5652,0
R11197,250.57,0.7646,340.68,Rural Road,6,606.6,0.7999,0.59,0.7504,0.9704,1
R11198,98.13,0.6017,139.4,Bridge,2,555.7,0.851,1.16,0.8427,0.925,1
R11199,146.42,0.5994,195.09,Main Road,0,1882.9,0.2667,0.29,0.4975,0.6636,1
R11200,282.34,0.6637,570.71,Bridge,6,1457.5,0.8713,2.08,0.6645,0.9724,1
R11201,68.14,0.3425,430.25,Local Road,12,713.1,0.6541,3.72,0.6174,0.7249,1
R11202,116.89,0.4986,289.63,Rural Road,10,975.8,0.2897,1.03,0.6929,0.7602,0
R11203,181.94,0.651,241.13,Highway,14,1634.9,0.9873,2.41,0.6447,0.9894,1
R11204,226.6,0.7455,164.59,Highway,12,611.9,0.9502,2.2,0.8036,0.9926,1
R11205,270.5,0.7204,31.95,Local Road,5,855.5,0.5744,2.72,0.7696,0.9634,1
R11206,274.64,0.7941,781.83,Local Road,1,82.2,0.8432,0.76,0.7912,0.7078,1
R11207,232.99,0.4068,603.72,Local Road,18,1286.3,0.2615,2.72,0.8426,0.8582,1
R11208,68.5,0.3969,742.66,Main Road,0,1279.5,0.416,1.64,0.9344,0.1958,1
R11209,7.44,0.3112,332.98,Local Road,0,1588.1,0.184,1.23,0.7924,0.254,0
R11210,115.13,0.4001,696.16,Rural Road,5,1182.2,0.5201,3.14,0.6016,0.6,0
